GeneName	GeneID	WT_R	WT_L	MDX_R	MDX_L
Nab1	ENSMUSG00000002881	45.82	37.0	38.315	33.993
Adgre5	ENSMUSG00000002885	36.59	45.02	76.55	85.541
Il17ra	ENSMUSG00000002897	25.115	25.385	9.91	12.657
Lamb1	ENSMUSG00000002900	23.525	25.64	38.638	34.555
Kcnn1	ENSMUSG00000002908	1.16	0.545	0.829	0.773
Arrdc2	ENSMUSG00000002910	4.25	3.47	2.914	2.811
Cd36	ENSMUSG00000002944	540.625	593.33	904.378	595.694
Map2k7	ENSMUSG00000002948	9.73	14.435	8.079	10.749
Timm44	ENSMUSG00000002949	24.11	13.76	26.16	34.109
Ap2a2	ENSMUSG00000002957	29.275	20.795	27.646	32.577
Pnkp	ENSMUSG00000002963	6.685	13.555	15.654	13.57
Med25	ENSMUSG00000002968	15.24	26.05	20.02	29.167
Bcam	ENSMUSG00000002980	73.04	84.425	78.821	78.238
Clptm1	ENSMUSG00000002981	53.78	75.865	68.108	90.959
Relb	ENSMUSG00000002983	23.225	28.115	23.853	28.408
Tomm40	ENSMUSG00000002984	16.92	27.185	74.419	111.645
Apoe	ENSMUSG00000002985	664.28	1342.925	1217.791	1603.994
Apoc2	ENSMUSG00000002992	0.0	0.62	2.657	4.769
Hbp1	ENSMUSG00000002996	179.305	126.94	125.774	106.41
Prkar2b	ENSMUSG00000002997	3.005	3.605	19.297	23.387
Cdkn1b	ENSMUSG00000003031	5.07	3.425	2.827	1.925
Klf4	ENSMUSG00000003032	50.86	37.965	28.555	25.768
Ap1m1	ENSMUSG00000003033	28.12	42.28	50.756	62.211
Rab8a	ENSMUSG00000003037	25.06	27.285	31.525	37.556
Hmgn2	ENSMUSG00000003038	469.825	562.63	721.405	853.765
Fam32a	ENSMUSG00000003039	25.555	29.765	33.783	34.752
Elf3	ENSMUSG00000003051	0.0	1.29	0.013	0.083
Stard3nl	ENSMUSG00000003062	44.535	61.45	48.685	58.432
Stk11	ENSMUSG00000003068	19.63	31.305	7.909	8.092
Efna2	ENSMUSG00000003070	0.77	1.605	1.032	1.289
Atp5d	ENSMUSG00000003072	139.785	228.48	311.598	369.084
Ppp5c	ENSMUSG00000003099	18.87	23.775	28.385	36.35
Cdk12	ENSMUSG00000003119	6.505	3.665	2.125	2.617
Lipe	ENSMUSG00000003123	3.51	5.93	6.094	5.378
Pafah1b2	ENSMUSG00000003131	64.275	67.245	88.015	106.786
Tbc1d8	ENSMUSG00000003134	4.135	3.89	4.182	4.745
Cnot11	ENSMUSG00000003135	10.85	13.85	14.682	17.932
Slc2a3	ENSMUSG00000003153	7.535	9.11	5.931	9.89
Foxj2	ENSMUSG00000003154	6.98	7.24	5.411	6.886
Sri	ENSMUSG00000003161	129.745	161.945	176.503	162.551
Dgcr2	ENSMUSG00000003166	12.28	15.83	19.734	23.616
Irf3	ENSMUSG00000003184	17.43	26.7	29.427	27.549
Bcl2l12	ENSMUSG00000003190	2.945	4.4	4.446	4.715
Zfp959	ENSMUSG00000003198	9.955	12.005	10.063	8.844
Mpnd	ENSMUSG00000003199	27.48	39.045	46.623	46.477
Sh3gl1	ENSMUSG00000003200	26.82	38.25	51.242	50.459
Ebi3	ENSMUSG00000003206	0.08	0.255	0.942	1.528
Ccdc94	ENSMUSG00000003208	3.52	4.725	4.136	5.325
Ranbp2	ENSMUSG00000003226	37.29	29.13	17.189	18.468
Grk5	ENSMUSG00000003228	1.69	0.92	1.958	1.945
Dvl3	ENSMUSG00000003233	3.565	3.94	5.741	7.389
Abcf3	ENSMUSG00000003234	13.36	12.795	16.157	20.32
Eif2b5	ENSMUSG00000003235	13.44	19.8	27.895	40.067
Cyth2	ENSMUSG00000003269	40.855	48.125	41.602	47.706
Car11	ENSMUSG00000003273	4.925	7.925	1.855	2.907
Dlgap1	ENSMUSG00000003279	7.475	1.925	1.156	0.26
Plag1	ENSMUSG00000003282	0.725	0.215	0.093	0.213
Hck	ENSMUSG00000003283	0.665	0.77	2.404	5.375
Mrpl4	ENSMUSG00000003299	33.095	40.325	66.737	75.181
Keap1	ENSMUSG00000003308	6.345	9.66	10.696	13.044
Glg1	ENSMUSG00000003316	51.165	61.6	53.17	55.052
Btbd2	ENSMUSG00000003344	4.55	9.825	9.148	11.788
Csnk1g2	ENSMUSG00000003345	23.235	34.535	40.666	48.814
Abhd17a	ENSMUSG00000003346	24.98	50.355	59.88	68.708
Mob3a	ENSMUSG00000003348	10.765	12.94	23.623	26.876
Cacnb3	ENSMUSG00000003352	1.03	1.55	2.637	2.128
Fkbp11	ENSMUSG00000003355	8.03	10.9	28.202	21.765
Ddx23	ENSMUSG00000003360	2.565	3.28	2.651	2.398
Pld3	ENSMUSG00000003363	19.89	54.655	76.214	105.881
Grik5	ENSMUSG00000003378	1.08	0.82	0.756	0.989
Cd79a	ENSMUSG00000003379	8.29	5.11	0.263	0.306
Rabac1	ENSMUSG00000003380	151.02	248.355	199.55	184.895
Etv3	ENSMUSG00000003382	4.49	5.32	4.046	5.481
Prkcsh	ENSMUSG00000003402	11.765	22.02	30.669	41.052
Rab3b	ENSMUSG00000003411	0.775	3.685	1.119	1.179
St8sia6	ENSMUSG00000003418	5.395	3.655	3.973	3.903
Fcgrt	ENSMUSG00000003420	80.455	118.365	120.043	105.385
Nosip	ENSMUSG00000003421	15.38	27.7	26.69	31.688
Pih1d1	ENSMUSG00000003423	15.375	21.955	26.717	30.33
Rps11	ENSMUSG00000003429	567.47	541.15	1015.314	1279.672
Supt5	ENSMUSG00000003435	21.875	27.635	29.271	35.468
Paf1	ENSMUSG00000003437	48.865	44.1	41.851	46.35
Timm50	ENSMUSG00000003438	18.335	30.14	54.888	70.323
Med29	ENSMUSG00000003444	7.0	11.105	15.907	18.705
Bicd1	ENSMUSG00000003452	5.355	4.715	3.593	3.879
Ncstn	ENSMUSG00000003458	41.15	47.19	55.498	64.033
Pex19	ENSMUSG00000003464	36.92	48.235	53.337	66.543
Crhr2	ENSMUSG00000003476	3.565	3.35	2.165	2.401
Inmt	ENSMUSG00000003477	1.97	4.545	9.014	4.379
Cyp4f18	ENSMUSG00000003484	0.32	2.3	5.168	10.067
Impdh1	ENSMUSG00000003500	12.07	15.07	22.707	30.36
Dusp3	ENSMUSG00000003518	10.51	8.125	11.089	12.025
Prodh	ENSMUSG00000003526	5.585	3.07	3.29	5.841
Dgcr14	ENSMUSG00000003527	4.345	6.265	6.817	7.572
Slc25a1	ENSMUSG00000003528	21.045	26.705	22.511	23.127
Dgcr6	ENSMUSG00000003531	21.255	29.0	29.937	36.134
Ddr1	ENSMUSG00000003534	10.13	20.075	17.756	25.901
Ier3	ENSMUSG00000003541	144.715	209.59	166.686	119.174
Fosb	ENSMUSG00000003545	112.665	91.125	31.582	36.17
Klc4	ENSMUSG00000003546	4.81	9.53	8.874	10.929
Ercc1	ENSMUSG00000003549	16.955	25.5	26.826	26.137
As3mt	ENSMUSG00000003559	22.025	21.99	19.68	19.87
Homer3	ENSMUSG00000003573	3.6	5.675	5.195	6.38
Crtc1	ENSMUSG00000003575	2.05	3.045	2.388	2.344
Rnf215	ENSMUSG00000003581	10.085	14.89	14.229	11.642
Sec14l2	ENSMUSG00000003585	1.245	1.01	1.132	1.299
Aven	ENSMUSG00000003604	7.09	9.075	9.108	13.02
Cp	ENSMUSG00000003617	146.17	109.54	49.93	40.253
Crot	ENSMUSG00000003623	29.97	28.52	28.581	20.713
Rps6ka1	ENSMUSG00000003644	1.675	5.26	3.067	5.345
Snrnp200	ENSMUSG00000003660	13.255	13.24	12.797	17.852
Ciao1	ENSMUSG00000003662	13.985	14.93	20.36	20.36
Has1	ENSMUSG00000003665	19.48	69.145	130.22	106.024
Taf6l	ENSMUSG00000003680	30.15	39.45	56.057	62.471
Insig2	ENSMUSG00000003721	116.3	82.26	79.704	73.024
Kpna6	ENSMUSG00000003731	7.595	5.275	6.52	9.394
Man1a	ENSMUSG00000003746	12.065	11.5	9.667	9.284
Itpkc	ENSMUSG00000003752	20.825	28.175	22.741	23.926
Coq8b	ENSMUSG00000003762	5.73	16.47	9.957	14.752
Brd8	ENSMUSG00000003778	52.86	41.04	40.313	40.862
Kif20a	ENSMUSG00000003779	1.84	9.03	15.594	24.512
Farsa	ENSMUSG00000003808	14.78	21.145	31.725	40.936
Gcdh	ENSMUSG00000003809	15.405	15.22	17.473	15.671
Mast2	ENSMUSG00000003810	11.645	16.44	10.866	15.191
Dnase2a	ENSMUSG00000003812	1.14	2.93	3.506	3.923
Rad23a	ENSMUSG00000003813	33.48	48.72	44.535	54.149
Calr	ENSMUSG00000003814	343.21	298.55	432.837	508.478
Syce2	ENSMUSG00000003824	12.53	13.47	25.934	29.134
Nfat5	ENSMUSG00000003847	9.425	7.31	3.437	3.79
Nob1	ENSMUSG00000003848	14.795	21.045	21.249	27.802
Nqo1	ENSMUSG00000003849	13.59	9.94	8.731	7.752
Gys1	ENSMUSG00000003865	4.14	5.6	9.744	13.427
Ruvbl2	ENSMUSG00000003868	12.07	16.325	34.938	59.404
Lin7b	ENSMUSG00000003872	0.505	0.75	0.25	0.276
Bax	ENSMUSG00000003873	26.245	47.905	62.554	81.445
Il7r	ENSMUSG00000003882	0.015	0.2	3.367	4.386
Tfam	ENSMUSG00000003923	51.205	43.24	57.159	59.324
Zfp81	ENSMUSG00000003929	2.105	2.145	3.047	2.837
Efnb3	ENSMUSG00000003934	1.955	0.79	0.28	0.073
Mmd	ENSMUSG00000003948	8.085	7.985	10.889	11.479
Hlf	ENSMUSG00000003949	1.39	0.975	0.393	0.486
Fam162a	ENSMUSG00000003955	189.845	184.12	307.978	292.63
Rpl8	ENSMUSG00000003970	205.435	278.41	382.98	489.96
Ssbp2	ENSMUSG00000003992	55.13	48.14	51.255	43.853
Fancl	ENSMUSG00000004018	11.695	9.86	13.686	16.673
Gstm5	ENSMUSG00000004032	114.62	84.88	89.214	82.494
Gstm7	ENSMUSG00000004035	6.85	2.89	2.604	2.584
Stat3	ENSMUSG00000004040	89.46	123.235	69.107	80.543
Stat5a	ENSMUSG00000004043	4.9	8.495	4.782	5.821
Ptrf	ENSMUSG00000004044	92.81	89.265	95.261	97.489
Map3k11	ENSMUSG00000004054	9.405	12.785	12.551	13.46
Akt2	ENSMUSG00000004056	42.935	54.47	40.909	52.641
Dnaja3	ENSMUSG00000004069	12.77	13.245	21.182	25.881
Hmox2	ENSMUSG00000004070	26.41	29.67	41.978	46.287
Cdip1	ENSMUSG00000004071	21.015	24.205	18.591	21.928
Zak	ENSMUSG00000004085	53.585	41.72	24.156	25.168
Cwc15	ENSMUSG00000004096	94.255	99.525	95.631	113.769
Col5a3	ENSMUSG00000004098	19.495	25.63	34.356	32.271
Dnmt1	ENSMUSG00000004099	5.17	8.565	12.571	21.638
Ppan	ENSMUSG00000004100	16.885	19.555	21.618	27.259
Angptl2	ENSMUSG00000004105	52.37	75.285	110.792	105.381
Trmt10a	ENSMUSG00000004127	2.46	3.59	3.563	5.455
Etv1	ENSMUSG00000004151	22.78	6.945	7.722	6.067
Kifc2	ENSMUSG00000004187	1.365	0.825	0.713	0.736
Psap	ENSMUSG00000004207	121.855	262.565	257.146	393.363
Ikbkg	ENSMUSG00000004221	8.695	11.2	9.357	10.323
Wars2	ENSMUSG00000004233	2.875	2.22	2.631	2.091
Atn1	ENSMUSG00000004263	0.7	0.69	0.593	1.335
Phb2	ENSMUSG00000004264	38.815	67.93	135.384	191.378
Ptpn6	ENSMUSG00000004266	2.165	4.025	5.584	9.347
Eno2	ENSMUSG00000004267	1.82	3.94	1.598	2.384
Emg1	ENSMUSG00000004268	54.48	65.08	98.405	121.365
Lpcat3	ENSMUSG00000004270	25.02	27.315	26.56	32.304
Atp6v1f	ENSMUSG00000004285	93.875	150.07	164.069	163.25
Il12b	ENSMUSG00000004296	0.0	2.105	0.496	0.563
Clcn5	ENSMUSG00000004317	14.78	10.19	23.473	28.581
Clcn3	ENSMUSG00000004319	13.135	13.825	9.034	10.33
Pde1c	ENSMUSG00000004347	9.77	12.52	6.45	6.124
Utp20	ENSMUSG00000004356	3.855	2.615	2.974	3.493
Spic	ENSMUSG00000004359	0.185	0.305	1.479	3.743
9330159F19Rik	ENSMUSG00000004360	10.315	5.3	3.516	2.281
Cul3	ENSMUSG00000004364	133.165	125.555	115.288	101.495
Il11	ENSMUSG00000004371	0.395	5.495	0.36	0.906
Large1	ENSMUSG00000004383	2.075	3.005	2.424	4.109
Ddx56	ENSMUSG00000004393	16.335	21.805	32.757	44.216
Tmed4	ENSMUSG00000004394	34.8	45.53	47.04	54.119
Col26a1	ENSMUSG00000004415	3.63	7.435	4.649	5.168
Bid	ENSMUSG00000004446	2.7	1.225	4.569	6.93
Ralb	ENSMUSG00000004451	21.345	31.425	39.887	43.167
Ppp1cc	ENSMUSG00000004455	226.11	216.025	243.633	257.582
Dnajb11	ENSMUSG00000004460	49.62	56.545	70.469	73.929
Tbccd1	ENSMUSG00000004462	2.125	4.785	4.705	6.32
Clec11a	ENSMUSG00000004473	6.54	9.06	15.501	8.505
Zfp324	ENSMUSG00000004500	0.765	0.705	1.112	1.528
Gab2	ENSMUSG00000004508	5.0	7.81	5.418	6.893
Coro1c	ENSMUSG00000004530	41.34	56.33	80.576	102.514
Tax1bp1	ENSMUSG00000004535	462.39	406.535	342.833	245.671
Ndrg2	ENSMUSG00000004558	183.195	137.55	68.275	61.022
Mettl17	ENSMUSG00000004561	3.54	5.44	10.509	8.145
Arhgef40	ENSMUSG00000004562	12.175	14.915	13.966	16.577
Pnpla6	ENSMUSG00000004565	5.255	5.12	6.254	5.944
Mcoln1	ENSMUSG00000004567	21.555	25.11	25.311	27.296
Arhgef18	ENSMUSG00000004568	4.345	5.33	4.123	3.333
Pkn2	ENSMUSG00000004591	33.29	19.24	23.859	25.268
Cd33	ENSMUSG00000004609	0.19	1.795	2.641	4.113
Etfb	ENSMUSG00000004610	62.05	115.49	135.411	163.739
Nkg7	ENSMUSG00000004612	0.83	1.06	0.912	0.813
Stxbp2	ENSMUSG00000004626	1.645	7.455	6.121	11.302
Sgce	ENSMUSG00000004631	69.765	58.55	59.99	45.708
Chn2	ENSMUSG00000004633	10.62	6.76	6.93	6.896
Wwox	ENSMUSG00000004637	3.695	5.19	3.826	3.996
Slbp	ENSMUSG00000004642	74.86	77.775	86.69	92.174
Aqp1	ENSMUSG00000004655	162.975	172.785	180.07	177.592
Arid3b	ENSMUSG00000004661	1.215	1.32	0.713	0.922
Cnn2	ENSMUSG00000004665	35.15	42.965	72.071	67.736
Polr2e	ENSMUSG00000004667	32.64	42.235	65.957	88.118
Myo9b	ENSMUSG00000004677	4.86	6.77	5.112	6.966
Hdac9	ENSMUSG00000004698	3.0	3.445	1.822	1.762
Ly9	ENSMUSG00000004707	0.175	0.69	2.404	5.644
Cd244	ENSMUSG00000004709	0.205	0.86	0.473	0.543
Adgre1	ENSMUSG00000004730	1.1	4.695	24.609	42.854
Mtfp1	ENSMUSG00000004748	1.305	1.805	2.544	4.182
Rab23	ENSMUSG00000004768	6.725	3.46	6.31	5.921
Rab11a	ENSMUSG00000004771	693.53	568.29	719.084	567.935
Eif2b2	ENSMUSG00000004788	16.495	34.095	51.012	65.258
Dlst	ENSMUSG00000004789	32.185	36.965	63.743	84.778
Pgf	ENSMUSG00000004791	6.27	9.81	17.196	20.716
Ulk2	ENSMUSG00000004798	11.63	13.605	10.902	10.659
Ccl24	ENSMUSG00000004814	0.265	1.07	4.809	3.64
Dgkq	ENSMUSG00000004815	1.395	1.68	1.429	2.065
Grap	ENSMUSG00000004837	7.52	9.09	14.805	9.158
Chmp2b	ENSMUSG00000004843	59.985	49.42	57.829	50.689
Plod3	ENSMUSG00000004846	16.175	35.41	23.723	33.56
Ap1s1	ENSMUSG00000004849	20.035	32.1	65.228	83.586
Srpk1	ENSMUSG00000004865	32.995	32.38	39.797	41.682
Lbr	ENSMUSG00000004880	35.0	33.97	40.423	41.219
Crabp2	ENSMUSG00000004885	6.835	18.33	10.972	16.144
Nes	ENSMUSG00000004891	12.285	35.98	30.206	50.809
Prcc	ENSMUSG00000004895	2.13	2.865	2.178	3.75
Rrnad1	ENSMUSG00000004896	3.82	3.85	4.842	5.241
Hdgf	ENSMUSG00000004897	76.475	108.665	140.709	195.827
Thop1	ENSMUSG00000004929	6.095	9.195	21.136	30.416
Apba3	ENSMUSG00000004931	8.42	15.22	18.871	18.788
Matk	ENSMUSG00000004933	0.415	0.98	1.309	2.611
Pias4	ENSMUSG00000004934	3.985	7.21	10.763	14.189
Map2k1	ENSMUSG00000004936	36.53	51.765	41.548	49.071
Sgta	ENSMUSG00000004937	25.85	47.645	59.644	76.976
Nmrk2	ENSMUSG00000004939	0.67	4.42	1.462	5.788
Tmem242	ENSMUSG00000004945	14.355	20.78	20.636	26.324
Dtx2	ENSMUSG00000004947	2.315	3.365	3.713	4.958
Hspb1	ENSMUSG00000004951	322.5	358.55	909.766	458.148
Rasa4	ENSMUSG00000004952	7.105	12.26	12.374	14.492
Hnrnpa2b1	ENSMUSG00000004980	682.76	626.095	778.091	809.716
Ccdc130	ENSMUSG00000004994	5.04	8.76	6.47	6.434
Mri1	ENSMUSG00000004996	9.825	13.325	16.697	21.155
Prkacb	ENSMUSG00000005034	22.71	18.79	20.41	21.585
Sgsh	ENSMUSG00000005043	1.45	1.345	2.694	1.768
Cstb	ENSMUSG00000005054	240.785	262.545	411.984	462.301
Sh2b2	ENSMUSG00000005057	1.22	1.515	2.564	4.259
Pex5	ENSMUSG00000005069	14.53	19.225	17.276	20.133
Jkamp	ENSMUSG00000005078	37.56	36.415	34.942	39.357
Cd44	ENSMUSG00000005087	28.795	41.805	73.403	98.335
Eif2ak4	ENSMUSG00000005102	2.4	2.36	2.531	3.327
Wdr1	ENSMUSG00000005103	111.655	142.99	181.129	224.299
Wisp1	ENSMUSG00000005124	10.645	27.845	26.593	33.526
Ndrg1	ENSMUSG00000005125	165.83	156.895	104.948	111.578
4930550C14Rik	ENSMUSG00000005131	4.295	1.92	1.788	1.465
Man2b1	ENSMUSG00000005142	9.18	14.46	22.441	29.584
Klf5	ENSMUSG00000005148	7.17	9.105	17.542	26.53
Wdr83	ENSMUSG00000005150	6.07	10.96	18.768	19.597
Prdx2	ENSMUSG00000005161	105.865	189.16	256.04	307.376
Polr2a	ENSMUSG00000005198	6.91	6.335	4.725	8.402
Senp3	ENSMUSG00000005204	21.06	18.855	19.217	18.352
Corin	ENSMUSG00000005220	2.195	0.34	0.147	0.08
Plekha8	ENSMUSG00000005225	2.7	4.895	3.393	3.297
Spc25	ENSMUSG00000005233	17.445	60.91	70.166	81.132
Ufd1l	ENSMUSG00000005262	48.91	53.53	50.3	57.582
Zfp287	ENSMUSG00000005267	1.93	1.55	1.185	1.192
Prlr	ENSMUSG00000005268	0.19	17.85	0.203	0.093
Letm1	ENSMUSG00000005299	12.63	19.39	30.246	32.967
Ubqln1	ENSMUSG00000005312	35.395	35.305	45.921	53.157
Fgfr4	ENSMUSG00000005320	40.3	34.715	34.635	39.314
Cadm3	ENSMUSG00000005338	1.675	0.795	0.496	0.533
Fcer1a	ENSMUSG00000005339	0.955	0.61	1.968	0.959
Txn2	ENSMUSG00000005354	54.305	86.18	115.598	138.255
Casp14	ENSMUSG00000005355	0.0	0.0	0.683	0.03
Slc1a3	ENSMUSG00000005360	3.65	2.125	1.235	1.042
Crbn	ENSMUSG00000005362	30.05	35.01	32.238	29.89
Msh6	ENSMUSG00000005370	7.685	8.945	8.868	10.683
Fbxo11	ENSMUSG00000005371	12.28	12.065	6.503	7.579
Mlxipl	ENSMUSG00000005373	1.33	3.045	0.456	0.393
Tbl2	ENSMUSG00000005374	7.82	7.765	8.085	10.606
Wbscr22	ENSMUSG00000005378	15.625	19.685	28.092	35.448
Nid1	ENSMUSG00000005397	42.415	84.61	103.237	74.249
Mcm5	ENSMUSG00000005410	4.065	4.915	27.652	44.559
Hmox1	ENSMUSG00000005413	51.345	148.61	252.541	393.736
Mprip	ENSMUSG00000005417	41.015	48.875	49.291	61.478
Cic	ENSMUSG00000005442	4.05	3.275	2.581	3.177
Pafah1b3	ENSMUSG00000005447	1.955	5.745	12.91	19.49
Il27ra	ENSMUSG00000005465	0.725	0.925	0.976	1.032
Prkaca	ENSMUSG00000005469	16.075	24.875	26.56	40.876
Asf1b	ENSMUSG00000005470	2.025	4.795	16.697	29.361
Myl10	ENSMUSG00000005474	0.68	0.245	0.067	0.0
Ddx39	ENSMUSG00000005481	14.695	27.7	90.599	138.022
Dnajb1	ENSMUSG00000005483	82.24	70.585	195.967	98.145
Usp40	ENSMUSG00000005501	8.565	12.185	12.424	11.382
Kbtbd4	ENSMUSG00000005505	3.83	4.435	7.04	7.719
Celf1	ENSMUSG00000005506	34.645	23.19	31.898	43.643
Ndufs3	ENSMUSG00000005510	83.315	95.985	132.634	155.218
Por	ENSMUSG00000005514	37.3	46.975	41.951	49.73
Igf1r	ENSMUSG00000005533	2.93	1.915	1.312	1.718
Insr	ENSMUSG00000005534	6.425	6.665	7.15	5.964
Fcer2a	ENSMUSG00000005540	1.765	1.915	0.053	0.06
Trim28	ENSMUSG00000005566	23.06	24.09	37.433	57.423
Ube2m	ENSMUSG00000005575	46.22	73.3	98.078	145.258
Mef2c	ENSMUSG00000005583	66.07	54.295	37.176	41.858
Ctr9	ENSMUSG00000005609	22.02	21.33	17.373	19.128
Eif4g2	ENSMUSG00000005610	528.955	487.505	441.918	569.184
Mrvi1	ENSMUSG00000005611	10.765	8.79	6.677	6.44
Pcyt1a	ENSMUSG00000005615	18.49	13.345	12.87	14.023
Zfp592	ENSMUSG00000005621	4.985	5.025	4.802	5.445
Psmd4	ENSMUSG00000005625	58.5	117.245	135.611	166.893
Tmod4	ENSMUSG00000005628	4.775	58.505	5.475	22.781
Snx6	ENSMUSG00000005656	114.76	122.005	121.482	117.402
Mthfd2	ENSMUSG00000005667	4.095	6.015	18.818	27.689
Kit	ENSMUSG00000005672	1.04	1.405	1.455	1.945
Tomm40l	ENSMUSG00000005674	7.365	8.035	12.484	15.827
Pan2	ENSMUSG00000005682	4.215	5.74	4.669	5.082
Cs	ENSMUSG00000005683	49.035	55.73	92.417	126.75
Ampd3	ENSMUSG00000005686	11.805	12.68	10.776	10.689
Bcas2	ENSMUSG00000005687	49.26	51.815	56.767	64.026
Sh2d1a	ENSMUSG00000005696	0.99	0.16	0.023	0.07
Ctcf	ENSMUSG00000005698	27.12	28.235	29.547	30.343
Pard6a	ENSMUSG00000005699	2.785	4.89	7.003	6.856
Agrp	ENSMUSG00000005705	0.0	0.56	0.117	0.19
Pvalb	ENSMUSG00000005716	19.885	110.13	30.25	54.246
Ranbp1	ENSMUSG00000005732	100.315	107.555	188.328	261.691
Cd247	ENSMUSG00000005763	2.535	2.29	2.421	1.235
Rfx5	ENSMUSG00000005774	4.78	3.74	3.586	4.106
Psmb4	ENSMUSG00000005779	94.025	119.595	148.415	181.005
Mmp8	ENSMUSG00000005800	0.0	0.03	0.49	1.009
Slc30a4	ENSMUSG00000005802	15.39	23.24	22.065	28.518
Sqrdl	ENSMUSG00000005803	26.685	24.56	19.214	15.881
Bloc1s6	ENSMUSG00000005804	10.865	12.195	18.508	18.555
Metap1	ENSMUSG00000005813	11.79	12.675	17.726	22.904
Gpr108	ENSMUSG00000005823	16.12	25.035	23.437	23.673
Rsl1d1	ENSMUSG00000005846	124.305	97.46	133.01	173.929
Apc	ENSMUSG00000005871	25.02	40.855	14.269	17.376
Reep5	ENSMUSG00000005873	31.09	30.1	25.288	32.571
Ergic3	ENSMUSG00000005881	64.55	98.875	117.849	114.415
Uqcc1	ENSMUSG00000005882	24.985	16.405	26.294	37.263
Spo11	ENSMUSG00000005883	0.82	0.0	0.16	0.017
Ncoa2	ENSMUSG00000005886	3.74	4.03	3.457	3.793
Nr2c2	ENSMUSG00000005893	7.535	8.005	5.967	5.428
Nr2c1	ENSMUSG00000005897	6.44	4.915	4.898	4.875
Smpd4	ENSMUSG00000005899	5.12	4.7	8.332	11.938
Pex1	ENSMUSG00000005907	6.795	5.22	3.909	3.733
Kctd20	ENSMUSG00000005936	36.675	35.85	33.849	40.053
Ctns	ENSMUSG00000005949	6.99	6.665	6.477	5.997
P2rx5	ENSMUSG00000005950	1.275	1.23	1.792	1.928
Shpk	ENSMUSG00000005951	10.305	7.145	3.397	2.441
Trpv1	ENSMUSG00000005952	4.5	3.22	2.87	2.428
Ephb3	ENSMUSG00000005958	2.245	3.41	3.217	2.85
Tuft1	ENSMUSG00000005968	2.63	2.735	3.094	3.084
Rcn1	ENSMUSG00000005973	39.765	51.26	62.934	64.109
Trap1	ENSMUSG00000005981	33.02	37.89	60.569	78.625
Naa60	ENSMUSG00000005982	26.91	22.85	34.492	30.849
1700037C18Rik	ENSMUSG00000005983	1.755	4.685	2.411	2.917
Ankrd13d	ENSMUSG00000005986	0.56	0.775	1.452	1.156
Tyrp1	ENSMUSG00000005994	3.65	2.085	0.529	1.449
Tpr	ENSMUSG00000006005	39.575	42.88	36.777	38.971
Pdc	ENSMUSG00000006007	0.0	0.565	0.293	0.15
BC003331	ENSMUSG00000006010	61.61	53.295	47.636	46.74
Prg4	ENSMUSG00000006014	67.28	57.885	159.807	85.614
Dhx34	ENSMUSG00000006019	1.235	3.66	8.531	13.773
Kptn	ENSMUSG00000006021	5.205	5.625	7.329	7.0
Napa	ENSMUSG00000006024	65.01	93.58	86.7	96.567
Sra1	ENSMUSG00000006050	96.725	137.4	175.325	155.947
Atp5g1	ENSMUSG00000006057	164.99	392.75	437.752	563.906
Snf8	ENSMUSG00000006058	21.095	31.735	29.374	36.337
Tbcb	ENSMUSG00000006095	60.7	81.16	108.618	127.303
Inpp5k	ENSMUSG00000006127	18.505	27.35	23.626	23.33
Crkl	ENSMUSG00000006134	10.12	11.45	12.428	15.005
Eps8l1	ENSMUSG00000006154	1.795	3.165	1.435	1.136
Clint1	ENSMUSG00000006169	22.995	25.97	33.054	33.889
Cdkal1	ENSMUSG00000006191	18.79	17.935	18.079	15.634
Htra1	ENSMUSG00000006205	116.11	64.355	109.76	60.746
Zbtb17	ENSMUSG00000006215	3.61	9.155	10.383	13.024
Fblim1	ENSMUSG00000006219	1.33	4.305	2.834	5.152
Hspb7	ENSMUSG00000006221	2.725	36.12	2.821	10.723
Epor	ENSMUSG00000006235	0.135	0.34	0.969	1.322
Ccdc159	ENSMUSG00000006241	0.75	1.405	0.746	0.813
Mob1b	ENSMUSG00000006262	11.205	6.495	8.165	7.962
Atp6v1b2	ENSMUSG00000006273	31.405	67.14	60.696	93.283
Eps15l1	ENSMUSG00000006276	6.16	5.595	7.13	9.381
Tep1	ENSMUSG00000006281	1.245	1.155	1.422	2.334
Ttc5	ENSMUSG00000006288	12.305	14.195	17.656	20.433
Osgep	ENSMUSG00000006289	49.755	59.475	64.858	72.721
Aamp	ENSMUSG00000006299	52.78	86.675	94.169	112.238
Tmbim1	ENSMUSG00000006301	108.03	138.42	94.509	106.577
Arpc2	ENSMUSG00000006304	307.375	388.115	470.526	482.917
Kmt2b	ENSMUSG00000006307	0.37	0.575	0.533	0.826
Tmem147	ENSMUSG00000006315	60.73	80.8	103.4	115.684
Rps9	ENSMUSG00000006333	350.17	495.44	589.147	682.207
Tfpt	ENSMUSG00000006335	6.525	8.675	8.332	9.124
Susd2	ENSMUSG00000006342	10.775	9.93	11.322	10.623
Ggt5	ENSMUSG00000006344	3.155	1.865	3.556	3.949
Ggt1	ENSMUSG00000006345	1.18	0.12	0.203	0.27
Crip2	ENSMUSG00000006356	273.59	384.865	561.831	582.097
Crip1	ENSMUSG00000006360	1672.03	1772.835	2150.181	1720.678
Cbfa2t3	ENSMUSG00000006362	1.65	1.625	1.588	2.404
